BodyType,Make,GenModel,Model,Fuel,EngineSizeSimple,EngineSizeDesc
Cars,VOLKSWAGEN,VOLKSWAGEN GOLF,GOLF DIESEL,Diesel,1900,1801cc to 1900cc
Light goods vehicles,VOLKSWAGEN,VOLKSWAGEN GOLF,GOLF DIESEL,Diesel,1900,1801cc to 1900cc
Cars,VOLKSWAGEN,VOLKSWAGEN GOLF,GOLF E,Diesel,1600,1501cc to 1600cc
Cars,VOLKSWAGEN,VOLKSWAGEN GOLF,GOLF E,Petrol,1400,1301cc to 1400cc
Cars,VOLKSWAGEN,VOLKSWAGEN GOLF,GOLF FSI S,Petrol,1600,1501cc to 1600cc
Cars,VOLKSWAGEN,VOLKSWAGEN GOLF,GOLF FSI S,Petrol,2000,1901cc to 2000cc
Cars,VOLKSWAGEN,VOLKSWAGEN GOLF,GOLF S TDI BMT,Petrol,3200,3101cc to 3200cc
Cars,VOLKSWAGEN,VOLKSWAGEN GOLF,GOLF S TSI,Petrol,1000,901cc to 1000cc
Cars,VOLKSWAGEN,VOLKSWAGEN GOLF,GOLF SV SE TSI BLUEMOTION S-A,Petrol,1500,1401cc to 1500cc
Cars,VOLKSWAGEN,VOLKSWAGEN GOLF,GOLF SV SE TSI EVO,Petrol,1500,1401cc to 1500cc
Cars,VOLKSWAGEN,VOLKSWAGEN ID4,ID4 GTX,Battery electric,[z],[z]
Cars,VOLKSWAGEN,VOLKSWAGEN ID4,ID4 GTX MAX,Battery electric,[z],[z]
Cars,VOLKSWAGEN,VOLKSWAGEN ID4,ID4 LIFE,Battery electric,[z],[z]
Cars,VOLKSWAGEN,VOLKSWAGEN JETTA,JETTA SPORT BLUEMOTION T TDISA,Petrol,1400,1301cc to 1400cc
Cars,VOLKSWAGEN,VOLKSWAGEN JETTA,JETTA SPORT FSI 200,Petrol,2000,1901cc to 2000cc
Light goods vehicles,VOLKSWAGEN,VOLKSWAGEN MODEL MISSING,MISSING,Other,2500,2401cc to 2500cc
Light goods vehicles,VOLKSWAGEN,VOLKSWAGEN MODEL MISSING,MISSING,Other,2600,2501cc to 2600cc
Light goods vehicles,VOLKSWAGEN,VOLKSWAGEN MODEL MISSING,MISSING,Petrol,100,Up to 100cc
Light goods vehicles,VOLKSWAGEN,VOLKSWAGEN MODEL MISSING,MISSING,Petrol,1000,901cc to 1000cc
Light goods vehicles,VOLKSWAGEN,VOLKSWAGEN MODEL MISSING,MISSING,Petrol,1100,1001cc to 1100cc
Light goods vehicles,VOLKSWAGEN,VOLKSWAGEN MODEL MISSING,MISSING,Petrol,1200,1101cc to 1200cc
Light goods vehicles,VOLKSWAGEN,VOLKSWAGEN MODEL MISSING,MISSING,Petrol,1300,1201cc to 1300cc
Light goods vehicles,VOLKSWAGEN,VOLKSWAGEN MODEL MISSING,MISSING,Petrol,1400,1301cc to 1400cc
Light goods vehicles,VOLKSWAGEN,VOLKSWAGEN MODEL MISSING,MISSING,Petrol,1500,1401cc to 1500cc
Light goods vehicles,VOLKSWAGEN,VOLKSWAGEN MODEL MISSING,MISSING,Petrol,15000,Over 15000cc
Light goods vehicles,VOLKSWAGEN,VOLKSWAGEN MODEL MISSING,MISSING,Petrol,1600,1501cc to 1600cc
Cars,VOLKSWAGEN,VOLKSWAGEN PASSAT,PASSAT R LINE TSI,Petrol,1400,1301cc to 1400cc
Cars,VOLKSWAGEN,VOLKSWAGEN PASSAT,PASSAT R LINE TSI,Petrol,1800,1701cc to 1800cc
Cars,VOLKSWAGEN,VOLKSWAGEN PASSAT,PASSAT R LINE TSI S-A,Petrol,1400,1301cc to 1400cc
Cars,VOLKSWAGEN,VOLKSWAGEN PASSAT,PASSAT R LINE TSI S-A,Petrol,1800,1701cc to 1800cc
Cars,VOLVO,VOLVO C30,C30 S,Diesel,1600,1501cc to 1600cc
Cars,VOLVO,VOLVO C30,C30 S,Petrol,1600,1501cc to 1600cc
Cars,VOLVO,VOLVO C30,C30 S,Petrol,1800,1701cc to 1800cc
Cars,VOLVO,VOLVO C40,C40 CORE RECHARGE EV,Battery electric,[z],[z]
Cars,VOLVO,VOLVO C40,C40 PRO RECHARGE TWIN EV AWD,Battery electric,[z],[z]
Cars,VOLVO,VOLVO C40,C40 ULTIMATE RECHARGE EV,Battery electric,[z],[z]
Buses and coaches,VOLVO,VOLVO MODEL MISSING,MISSING,Other,7700,7601cc to 7700cc
Buses and coaches,VOLVO,VOLVO MODEL MISSING,MISSING,Petrol,10900,10801cc to 10900cc
Buses and coaches,VOLVO,VOLVO MODEL MISSING,MISSING,Petrol,7100,7001cc to 7100cc
Buses and coaches,VOLVO,VOLVO MODEL MISSING,MISSING,Petrol,9400,9301cc to 9400cc
Cars,VOLVO,VOLVO S60,S60 SE D3 AUTO,Diesel,2000,1901cc to 2000cc
Cars,VOLVO,VOLVO S60,S60 SE D4,Diesel,2000,1901cc to 2000cc
Cars,VOLVO,VOLVO S60,S60 SE D4 AUTO,Diesel,2000,1901cc to 2000cc
Cars,VOLVO,VOLVO S60,S60 SE NAV D3,Diesel,2000,1901cc to 2000cc
Cars,VOLVO,VOLVO S60,S60 SE NAV D3 AUTO,Diesel,2000,1901cc to 2000cc
Cars,VOLVO,VOLVO S60,S60 SE NAV D4,Diesel,2000,1901cc to 2000cc
Cars,VOLVO,VOLVO V40,V40 R-DESIGN EDITION T2,Petrol,2000,1901cc to 2000cc
Cars,VOLVO,VOLVO V40,V40 R-DESIGN EDITION T2 AUTO,Petrol,1500,1401cc to 1500cc
Cars,VOLVO,VOLVO V60,V60 R-DESIGN LUX NAV D5 AUTO,Diesel,2500,2401cc to 2500cc
Cars,VOLVO,VOLVO V60,V60 R-DESIGN LUX NAV D6 TE A,Plug-in hybrid electric (Diesel),2500,2401cc to 2500cc
Cars,VOLVO,VOLVO V90,V90 C-COUNTRY CRE B4MHEV AWD A,Hybrid electric (Diesel),2000,1901cc to 2000cc
Cars,VOLVO,VOLVO V90,V90 C-COUNTRY CRE B5MHEV AWD A,Hybrid electric (Petrol),2000,1901cc to 2000cc
Other vehicles,WEIDEMANN,WEIDEMANN T4512,T4512,Diesel,1300,1201cc to 1300cc
Other vehicles,WEIDEMANN,WEIDEMANN T4512,T4512,Diesel,1500,1401cc to 1500cc
Cars,WOLSELEY,WOLSELEY 6/99,6/99,Petrol,3000,2901cc to 3000cc
Cars,WOLSELEY,WOLSELEY HORNET,HORNET,Petrol,1000,901cc to 1000cc
Cars,WOLSELEY,WOLSELEY HORNET,HORNET,Petrol,1300,1201cc to 1300cc
Cars,WOLSELEY,WOLSELEY HORNET,HORNET,Petrol,1400,1301cc to 1400cc
Cars,WOLSELEY,WOLSELEY MODEL MISSING,MISSING,Petrol,1000,901cc to 1000cc
Light goods vehicles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Battery electric,[z],[z]
Light goods vehicles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Diesel,1000,901cc to 1000cc
Light goods vehicles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Diesel,400,301cc to 400cc
Light goods vehicles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Diesel,800,701cc to 800cc
Light goods vehicles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Diesel,[x],[x]
Light goods vehicles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Hybrid electric (Petrol),400,301cc to 400cc
Light goods vehicles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Hybrid electric (Petrol),[x],[x]
Light goods vehicles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,100,Up to 100cc
Motorcycles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,1200,1101cc to 1200cc
Motorcycles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,125,51cc to 125cc
Motorcycles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,1300,1201cc to 1300cc
Motorcycles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,1400,1301cc to 1400cc
Motorcycles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,150,126cc to 150cc
Motorcycles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,1500,1401cc to 1500cc
Motorcycles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,1700,1601cc to 1700cc
Motorcycles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,1800,1701cc to 1800cc
Motorcycles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,1900,1801cc to 1900cc
Motorcycles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,200,151cc to 200cc
Motorcycles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,2000,1901cc to 2000cc
Motorcycles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,2500,2401cc to 2500cc
Motorcycles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,300,201cc to 300cc
Motorcycles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,3600,3501cc to 3600cc
Motorcycles,YAMAHA,YAMAHA MODEL MISSING,MISSING,Petrol,400,301cc to 400cc
Motorcycles,YAMAHA,YAMAHA TENERE,TENERE 700,Petrol,700,601cc to 700cc
Motorcycles,YAMAHA,YAMAHA TENERE,TENERE 700 (XTZ690),Petrol,700,601cc to 700cc
Motorcycles,YAMAHA,YAMAHA TENERE,TENERE 700 RALLY (XZT690D-B),Petrol,700,601cc to 700cc
Motorcycles,YAMAHA,YAMAHA YZF,YZF R6 10,Petrol,600,501cc to 600cc
Motorcycles,YAMAHA,YAMAHA YZF,YZF R6 11,Petrol,600,501cc to 600cc
Motorcycles,YAMAHA,YAMAHA YZF,YZF R6 12,Petrol,600,501cc to 600cc
Other vehicles,YANMAR,YANMAR MODEL MISSING,MISSING,Diesel,1700,1601cc to 1700cc
Other vehicles,YANMAR,YANMAR MODEL MISSING,MISSING,Diesel,300,201cc to 300cc
Other vehicles,YANMAR,YANMAR MODEL MISSING,MISSING,Diesel,3400,3301cc to 3400cc
Other vehicles,YANMAR,YANMAR MODEL MISSING,MISSING,Diesel,3700,3601cc to 3700cc
Cars,ZENOS,ZENOS E10,E10,Petrol,1800,1701cc to 1800cc
Cars,ZENOS,ZENOS E10,E10,Petrol,2000,1901cc to 2000cc
Cars,ZENOS,ZENOS E10,E10,Petrol,2300,2201cc to 2300cc
Motorcycles,ZERO,ZERO FX ZF,FX ZF7.2,Battery electric,[z],[z]
Motorcycles,ZERO,ZERO FX ZF,FX ZF7.2 MY 18,Battery electric,[z],[z]
Motorcycles,ZERO,ZERO FX ZF,FXE 11KW ZF7.2,Battery electric,[z],[z]
Motorcycles,ZERO,ZERO FX ZF,FXE ZF7.2,Battery electric,[z],[z]
Motorcycles,ZONTES,ZONTES ZT,ZT 125-U1,Petrol,125,51cc to 125cc
Motorcycles,ZONTES,ZONTES ZT,ZT 310-M,Petrol,400,301cc to 400cc
Motorcycles,ZONTES,ZONTES ZT,ZT 350 GK,Petrol,400,301cc to 400cc
Motorcycles,ZONTES,ZONTES ZT,ZT 350-T,Petrol,400,301cc to 400cc
